Flowstone Channeler,TSP,"Avec la disparition des incarmals, la fluipierre devint sauvage et peu fiable, une source de puissance pour des mages plus désespérés que sages."
Pull from Eternity,TSP,"Il vaut toujours mieux vaincre les dragons avant qu’ils n’éclosent.
—Adage fémeiref"
Mana Skimmer,TSP,Ils traversent les étendues vidées de leur mana à la recherche de terres plus fertiles.
Wall of Roots,TSB,"Parfois, les sages projettent leur magie dans les plantes vivaces ; et quand la plante grandit, sa magie grandit également."
Kobold Taskmaster,TSB,« Fouetter le kobold » est une expression qui n’a rien de vulgaire.
Auratog,TSB,L’auratog aime ruminer ses runes.
Arcane Spyglass,DST,"Elle ne voit guère dans l’espace, mais elle voit loin dans le temps."
Witch-Maw Nephilim,GPT,"À son réveil, il fracassa les collines pour se frayer un passage."
Dune-Brood Nephilim,GPT,"À son réveil, il donna naissance à des milliers de hérauts sans nom pour l’annoncer."
Ink-Treader Nephilim,GPT,"À son réveil, seul le reflet des ténèbres était visible dans les miroirs du monde."
Yore-Tiller Nephilim,GPT,"À son réveil, les vers du monde entier se mirent à siffler pour annoncer sa venue."
Glint-Eye Nephilim,GPT,"À son réveil, sa faim résonna dans tout le plan."
Mizzium Transreliquat,GPT,"« Ce que c’est ? Euhh . . . qu’est-ce que vous #voulez# que ce soit ? »
—Juzba, rétameur izzet"
Wildsize,GPT,"Deux fois sa taille, quatre fois son odeur."
Gruul War Plow,GPT,"« Des rênes ?! Pourquoi faire ? On harnache, on affûte, et en avant ! »
—Ktank, maître-charrue gruul"
Poisonbelly Ogre,GPT,"Certains disent qu’il s’agit d’une expérience simic ratée, et d’autres que c’est une création des Golgari. Aucune des deux guildes ne reconnaît être responsable, mais chacune étudie en secret sa virulence."
Freewind Equenaut,DIS,"Attaquez-la, et vous connaîtrez la blessure des sabots de son destrier.  Ignorez-la, et sa flèche percera votre chair."
Psychic Possession,DIS,« Vous allez penser pour nous deux ! »
Cackling Flames,DIS,"« J’adore les dîners spectacles. »
—Rakdos"
Mistral Charger,DIS,Certaines montures célestes se séparent du troupeau pour aller affronter les vents sauvages.
Flash Foliage,DIS,"« Cette végétation nécessitant peu d’entretien prend racine sur une simple poussière et grandit à une vitesse incroyable. »
—Notes de recherche des Simic"
Haazda Shield Mate,DIS,Le bouclier d’Haazda est suffisamment grand pour protéger les hommes libres et les membres des guildes.
Ratcatcher,DIS,"À ceux dont le nez est proche du sol, la puanteur toxique de l’ogre rappelle le parfum d’un bon fromage de Kashkaval."
Utvara Scalper,DIS,Il fait la guerre là où le vent le porte.
Biomantic Mastery,DIS,"« Allez plus loin, imprégnez-vous de la conscience vasculaire que toute vie est une carte de la grande connaissance. »
—Momir Vig, #Biomancie,# vol. I"
Evil Eye of Orms-by-Gore,TSB,La peur est le plus court chemin vers la défaite.
Pillar of the Paruns,DIS,"Construite à l’emplacement même où les Dix ont signé le Pacte des Guildes, la tour est un monument dédié au passé, rappelant qui a désormais le pouvoir."
Goblin Snowman,TSB,"« L’union fait la force ? Je suis d’accord.  »
—Ib Micœur, tacticien gobelin"
Spell Snare,DIS,"Chaque culture a ses chiffres porte-malheur. Dans une ville où vous êtes seul, dans une foule, ou poignardé dans le dos, deux est le chiffre le plus maléfique."
Swift Silence,DIS,"« Ce monde ignore peut-être ce qu’est la paix, mais en ma présence, vous #n’ignorerez pas# ce qu’est le silence. »
—Augustin IV"
Dauthi Slayer,TSB,"« Ils ont un couteau pour chaque âme.  »
—Lyna, émissaire soltarie"
Flying Men,TSB,"Saffiyah frappa dans ses mains et vingt hommes volants apparurent à ses côtés, tous adeptes de l’art du combat."
Vigean Hydropon,DIS,"Fruits magiques, racines scientifiques."
Ghost Ship,TSB,"« La proue fantôme déchira l’orage tandis que son ombre, sur le champ de bataille, telle un noir présage, amena la confusion au plus grand nombre.  »
—Mireille Gaetane, #La Valériade#"
Hail Storm,TSB,"« S’ils ne peuvent supporter la grêle, qu’ils restent chez eux.  »
—Arna Kennerüd, chevalier céleste"
Browbeat,TSB,"« Même la menace est déjà un châtiment.  »
— Jeska, guerrière experte"
Stalking Vengeance,DIS,"Une présence rôde sur les lieux de meurtre, reniflant la culpabilité des tueurs pour les chasser ensuite sur des membres de fer."
Bond of Agony,DIS,Les instruments de torture inventés par les Rakdos sont uniques dans le sens où ils leur permettent de « souffrir » en même temps que leurs victimes.
Blessing of the Nephilim,DIS,« La puissance des nephilims grandissait déjà quand la première pierre fut posée et que le premier elfe naquit. Que cette puissance s’écoule de mes mains. »
Carom,DIS,La force de son ennemi est la sienne.
Celestial Ancient,DIS,"« Nous pensions que les nuages avaient disparu du ciel nocturne. C’est alors que le ciel se mut, et que de l’horizon apparurent des ailes. »
—Josuri"
Might of the Nephilim,DIS,"« Envoie un coursier à la rue d’étain et préviens tout le monde que la livraison sera un peu . . . heu . . . retardée. »
—Bonmod, arrière-garde de la caravane"
Dread Slag,DIS,Mille phobies suintaient de la ville et coulaient de Rix Maadi en même temps.
Skullmead Cauldron,DIS,"Une fois que vous l’avez bu, le goût du crânomel s’attarde dans la gorge. C’est un signe de culpabilité chez ceux qui s’adonnent aux plaisirs défendus."
Bronze Bombshell,DIS,"« Ohhh, elle brille ! Retirons la chaîne et emmenons-la avec nous. »
—Ukl, pillard gruul, derniers mots"
Ocular Halo,DIS,"Quand le soldat rêve, les yeux montent la garde."
Grand Arbiter Augustin IV,DIS,"L’Arbitre est l’incarnation de la justice. Il est si discipliné qu’il prononce toujours son jugement en toute impartialité, sans aucun remord."
Flame-Kin War Scout,DIS,"« Les sangpyres de première ligne commencent à exploser. Attention aux retombées ! »
—Svar, signaleur boros"
Psychotic Fury,DIS,"« Laissez monter votre rage, mes serviteurs. Notre puissance ancestrale est renouvelée par le sang. »
—Rakdos"
Brain Pry,DIS,"Pour les Rakdos, l’important, c’est l’attaque. Le butin est généralement oublié."
Enemy of the Guildpact,DIS,"Les guildes exterminent souvent ceux qui en ont vu ou qui en savent trop. Certaines âmes revanchardes gardent leur connaissance, qu’elles utilisent après la mort pour écraser les guildes et les vils marchés qui leur donnent leur pouvoir."
Cytoshape,DIS,"« Bien que très efficaces pour modeler la chair, ces cytoplastes spécialement élevés transmettent au sujet une puanteur de mucus d’omnibien. »
—Notes de recherche des Simic"
Rain of Gore,DIS,"« Restez à l’intérieur. Ne vous risquez pas sur le seuil. C’est l’œuvre du Démon, et seul le mal vous attend. »
—Belko, tavernier du Tonneau de titan"
Transguild Courier,DIS,"Hésitant à se réunir, les dirigeants des dix guildes préfèrent mener les affaires officielles à l’aide d’un intermédiaire incorruptible et insensible aux menaces."
"Lyzolda, the Blood Witch",DIS,"Les rites sacrificiels se passent devant un public de cultistes exaltés, chacun priant pour être le prochain à monter sur l’autel."
Street Savvy,DIS,"« Avec moi, il faut plus que des pieds agiles et des ombres noires pour passer inaperçu. »"
Nettling Curse,DIS,"« Je les appelle “frôle” et “tâte”. »
—Chagrach, malemage de Rakdos"
Indrik Stomphowler,DIS,"« Le hurlement de l’indrik a une puissance destructive plus subtile que sa patte écrasante. Le son est banal, mais des vibrations inaudibles brouillent et brisent les défenses magiques. »
—Notes de recherche des Simic"
Experiment Kraj,DIS,"« Bien sûr qu’il va échapper à tout contrôle. Il a été conçu pour choisir sa propre évolution. »
—Momir Vig"
Ogre Gatecrasher,DIS,Les ogres s’amusent souvent à parier sur le nombre de tours qu’il faut à une tête pour se détacher du corps.
Thrive,DIS,"La création la plus réussie des Simic est un cytoplasme, une substance symbiotique vivante qui se nourrit des rythmes génétiques et renforce son hôte en échange."
Vision Skeins,DIS,« Je vis dans les yeux de l’autre mage qu’il y avait pensé. Puis ce fut la course pour exploiter le premier la connaissance. »
Tidespout Tyrant,DIS,Il défait le monde à sa propre image.
Nightcreep,DIS,"« Dites-moi que j’hallucine. Je préfère encore être fou qu’être vraiment ici. »
—Gorev Hadszak, enquêteur wojek"
Lord of the Undead,PS,"#« La Mort est ma complice.  Que pourrais-tu faire qui puisse me blesser ? »
— Le seigneur Dralnu.#"
Azorius Ploy,DIS,"Les tactiques militaires d’Azorius, tout comme leurs tactiques légales, capitalisent sur les retards et les invalidations."
Valor Made Real,DIS,"« Comme le disait mon père : “L’entraînement permet à ton bouclier de parer le coup, mais c’est le courage qui comble les brèches du bouclier.” »"
Delirium Skeins,DIS,"Ce fut comme si la foudre frappait soudain leur esprit. Puis ils ne virent que la brume noire de la folie, n’entendirent que le crépitement de leurs ultimes pensées qui se désagrégeaient."
Avatar of Discord,DIS,Le pouvoir de Rakdos est tel que même son ombre cruelle prend vie.
Soulsworn Jury,DIS,"Dans la mort, ils protègent le Grand arbitre contre les avis contraires comme ils le faisaient de leur vivant."
Simic Initiate,DIS,Les adeptes de Simic commencent leur formation en servant de sujets expérimentaux. Les échecs sont jetés aux égouts.
Kindle the Carnage,DIS,"« Commencez à frapper, et continuez jusqu’à ce que le marmouset se décide à chanter ! »"
Unliving Psychopath,DIS,"« La victime porte la marque de ‘Ktozok l’Empaleur’. . . Mais il a été exécuté il y a des années ! »
—Gorev Hadszak, enquêteur wojek"
Proper Burial,DIS,Les morts honorés de manière convenable trouvent la paix dans la tombe et résistent à l’appel du Quartier fantôme.
Haazda Exonerator,DIS,"« Cette aura menace la vertu de votre âme. L’arracher ne sera facile ni pour vous, ni pour moi. Nous commencerons dès que vous serez prêt. »"
Vesper Ghoul,DIS,"« Les exceptions de la nature nous rappellent qu’il ne faut jamais penser de manière absolue. Tout comme l’orchidée fleurit sur la pierre noircie, le don de mana se manifeste de temps à autre chez les morts-vivants. »
—Bougrat, druidesse du culte d’Antan"
War's Toll,DIS,"Razia, archange de la guerre, exige un dévouement total."
Kill-Suit Cultist,DIS,L’habit de la mort qui tue.
Condemn,DIS,"« Les Arbitres vous mettront sûrement en prison une fois que tous les documents seront signés. Mais je veux que justice soit faite #sur le champ !# »
—Alovnek, ghildmage de Boros"
Ghost Quarter,DIS,"Là où les âmes hurlent, espérant renaître."
Stomp and Howl,DIS,"« Le mizzium est peut-être intouchable par le feu, mais il est évident qu’il existe d’autres moyens de . . . d’en modifier la forme. »
—Ivos Koba, dresseur d’indrik"
Nihilistic Glee,DIS,"« Tout se termine par la destruction : l’amour devient haine, la vie devient mort et la lumière, le néant obscur. »"
Gnat Alley Creeper,DIS,"Malgré son nom, la ruelle aux moucherons est la plus longue rue de Ravnica. Kilomètre après kilomètre, elle se fraie un chemin dans les quartiers les plus beaux comme un parasite."
Stoic Ephemera,DIS,"« La vie est éphémère, tout comme la mort. Seul le serment est éternel. »"
Seal of Fire,DIS,"« Tout ce qui respire brûle. »
—Crédo des pyromanciens de Rakdos"
Seal of Doom,DIS,"« Le regard du basilic est efficace, mais il faut toujours se débarrasser des cadavres. Dissoudre sa victime laisse beaucoup moins de traces. »
—Szadek"
Brace for Impact,DIS,Plongez la chair dans la sorcellerie et forgez-la à coups de marteau ennemi pour qu’elle devienne plus forte.
Gobhobbler Rats,DIS,"Les rats apprivoisés de Lyzolda mangent mieux que le citoyen moyen. En fait, c’est généralement le citoyen moyen qu’ils mangent."
Rakdos Augermage,DIS,« Les grands esprits se liquéfient les uns les autres. »
Weight of Spires,DIS,"« Enfin, un palais de justice d’Azorius qui se rend utile. »
—Ghut Rak, ghildmage de Gruul"
Leafdrake Roost,DIS,"« Les meilleures expériences sont celles qui où le succès est toujours au rendez-vous. »
—Yolov, bio-ingénieur simic"
Wit's End,DIS,"« Certaines images sont si puissantes qu’un simple regard les marque au fer rouge pour toujours dans votre esprit. Venez, contemplons le néant. »
—Szadek"
Simic Ragworm,DIS,"« Nourri de sang autochtone pour la taille et de cellules de monstruosité pour la vitesse, le verloque est parfait pour le nettoyage du sous-sol des jardins. Il se débarrasse à merveille des rats et des mendiants. »
—Yolov, bio-ingénieur simic"
Loaming Shaman,DIS,Il détermine qui restera dans la mémoire collective et qui nourrira les vers.
Ragamuffyn,DIS,Ils tranchèrent les sutures et lui donnèrent quelques gorgées de son breuvage. Puis ils la recousirent pour qu’elle prépare à nouveau des sales coups.
Azorius Herald,DIS,"« Ainsi va la paix — douce, mais inébranlable. »
—Augustin IV"
Guardian of the Guildpact,DIS,"La magie du Pacte des Guildes met les esprits qui le servent sous son égide. Arrivés dans l’au-delà, ils trouvent une nouvelle raison d’être et défendent le Pacte des Guildes contre ceux qui veulent le briser."
Taste for Mayhem,DIS,Le goût du sang suffit à briser le peu de contrôle des instincts des Rakdos.
Protean Hulk,DIS,"« De la viande #et# des œufs. Tous à table ! »
—Borborygmos"
Demon's Jester,DIS,"Ils assènent le coup de grâce, et pas seulement avec leurs mauvais jeux de mots."
Fencer's Magemark,GPT,"« Le premier coup est primordial. Souvent, il supprime le besoin d’un second. »
—Agrus Kos"
Leyline of the Void,GPT,Là où convergent traîtrise et oubli.
Gruul Nodorog,GPT,"Caresser le nodorog
—Dicton gruul signifiant
« faire une grosse bourde. »"
Infiltrator's Magemark,GPT,"« La force réside dans le secret. Nul ne peut s’opposer à celui qui demeure introuvable. »
—Szadek"
Leyline of Lightning,GPT,Là où convergent tempête et sorcellerie.
Drowned Rusalka,GPT,"Rôdant sous les courants, elle attend que d’autres boivent pour étancher sa soif."
Guardian's Magemark,GPT,"Les mouvements du soldat étaient fluides, sa vigilance utilisant visiblement plus que ses cinq sens."
Plagued Rusalka,GPT,"« Regardez-la... Elle était si innocente. La mort a toujours eu ce talent pour effacer de tels . . . défauts. »
—Savra"
Starved Rusalka,GPT,"« Il n’y a pas pire fin que périr naturellement. Si l’on vous tue, votre fantôme peut au moins se venger de votre assassin. Mais qui peut se venger d’avoir été tué par le Temps ? »
—Ilromov, conteur itinérant"
Wreak Havoc,GPT,"« Écrasez-les ! »
—Borborygmos"
Primeval Light,GPT,"« Consultez les anciens grimoires, ceux qui sont reliés en peau et écrit avec de l’encre de yar. Ils contiennent les sorts qui peuvent nous libérer du fardeau de la magie moderne. »
—Dravash, shamane sourcier"
Leyline of Lifeforce,GPT,Là où convergent chair et souveraineté.
Martyred Rusalka,GPT,Les cultistes de Rakdos l’ont pendue pour s’amuser sur la place municipale. Son fantôme garde désormais ce que l’on appelle l’Arbre des Pleurs.
Leyline of Singularity,GPT,Là où convergent renommée et solitude.
Scorched Rusalka,GPT,"Chaque incendie qu’elle déclenche lui ouvre la mémoire, lui permettant peu à peu de résoudre le mystère de sa mort par le feu."
Leyline of the Meek,GPT,Là où convergent force et humilité.
Merfolk of the Pearl Trident,7E,"#« Les paladins seraient bien sages de ne pas oublier le Trident nacré. Les soldats ondins ont décidé du destin de plus d’une guerre humaine… Et je suis sûr qu’ils le feront encore. »
— Un érudit onéan.#"
"Jolrael, Empress of Beasts",TSB,« Je n’ai nul besoin d’armée. J’ai Djamuraa.  »
Teferi's Moat,TSB,"« L’isolement n’est pas la solution.  »
—Urza, à Téfeiri"
Undertaker,TSB,Le poids de la mort est grand mais pas insupportable.
Basal Sliver,TSP,"« Fascinant .  . . Ces créatures possèdent le paradoxe de ténacité et d’auto-destruction que j’ai toujours cherché à introduire dans mes srânes. »
—Endrek Sahr, maître reproducteur"
Shadow Sliver,TSP,"Ces slivoïdes, pris au piège entre les mondes depuis le recouvrement rajhi, sont parmi les derniers à descendre directement de la Reine disparue des slivoïdes."
Urborg Syphon-Mage,TSP,"« Je suis devenu une sorte de gourmet. Chaque âme a sa saveur. Le secret de l’art, c’est de bien choisir les invités du festin. »"
Blazing Blade Askari,TSP,« Ce ne peut pas être Djamuraa. Nous n’aurions pas pu lui faillir de la sorte . . . »
Sudden Death,TSP,Certains mages utilisaient les lignes de temps alternatives pour faire subir les horreurs les plus inimaginables à leurs ennemis.
Uncle Istvan,TSB,La solitude a rendu fou le vieil ermite. Il n’a maintenant plus pour compagnie que celle qu’il peut piéger.
Uthden Troll,TSB,"« Tapez du poing, tapez du pied,
Sur ma face de sagouin
 Tant que vous voulez,
Demain matin, je serai sur pied.  »
—Moqueries trolls"
Havenwood Wurm,TSP,"Les failles temporelles déposent les créatures fouisseuses d’hier dans la terre dure et desséchée du présent. La plupart y meurent, prises au piège, mais les plus puissantes jaillissent à la surface."
Wildfire Emissary,TSB,"« L’éfrit est une tornade en marche, avec une voix qui crache comme le feu.  »
—Qhattib, vizir d’Amikat"
Think Twice,TSP,"« Les grands livres doivent être lus, puis relus en commençant par la fin et à l’envers ! »
—Ettovard, archiviste tolarian"
Greenseeker,TSP,"« Une rumeur est sifflée par les serpents, murmurée par les joncs, réjouissant les chercheurs : la déesse Freyalise est en vie à Linciel. »"
Call to the Netherworld,TSP,Le rituel était d’ordinaire uniquement pratiqué par les horreurs et les engeances de l’Abîme. Un mage moins puissant risquait d’y perdre le peu de santé mentale qui lui restait.
Orcish Librarian,TSB,"« Nous faim, nous manger . . . . Livres bons . . . . Humm . . . .  »"
Trespasser il-Vec,TSP,"À l’épicentre du recouvrement rajhi, la Cité des traîtres ne s’alignait pas avec le reste de Dominaria. Beaucoup de ses habitants étaient coincés entre les deux mondes."
Flickering Spirit,TSP,Il disparaît chaque fois avec l’espoir de ne pas revoir lorsqu’il réapparaîtra la désolation qu’il a laissée derrière lui en partant.
Moorish Cavalry,TSB,Les membres de la cavalerie maure d’élite ne choisissent pour monture que des chevaux au sang pur depuis des générations.
Drudge Reavers,TSP,"« La surface est blanchie par le sel, mais la terre est rougie par la mort — un terrain fertile pour la nécromancie. »
—Lim-Dûl, le Nécromancien"
Two-Headed Sliver,TSP,"« Une mutation qui serait fatale pour toute autre espèce n’est qu’une nouvelle source de pouvoirs. Cela m’intrigue, mais c’est un peu trop dangereux pour que je l’examine de plus près. »
—Rukarumel, journal de recherches"
Soltari Priest,TSB,"« A Rajh, dit le prêtre, le besoin de prière est plus grand encore.  »"
Dream Stalker,TSP,Qu’arrive-t-il quand c’est le rêve qui s’éveille et le dormeur qui disparaît dans la mémoire ?
Pandemonium,TSB,"« Si nous ne pouvons vivre avec fierté, nous mourons avec fierté !  »
—Eladämri, seigneur des frondaisons"
Shadow Guildmage,TSB,"Garder les morts afin que d’autres puissent vivre.
—Maxime de la guilde des Ombres"
Zhalfirin Commander,TSB,"« Commander, c’est l’acte de tenir en équilibre sur un fil et de convaincre les autres que c’est un large pont.  »
—Sidar Djabari"
Undead Warchief,TSB,"Il a la force de sept hommes —  d’ailleurs, de son vivant, il était sept hommes."
Flamecore Elemental,TSP,"Pour un élémental de feu, même l’imbécillité est une source d’énergie."
Suq'Ata Lancer,TSB,"« Ne vous arrêtez jamais avant de voir la lance ressortir de l’autre côté »
—Telim’Tor"
Premature Burial,TSP,"« Cette terre connaît si bien le goût de la mort. Donnez-lui l’appétit de ce qui est vivant, et elle devient un allié mortel. »
—Ezrith, druide des Heures sombres"
Withered Wretch,TSB,"Autrefois, il bénissait les morts. Maintenant, il les maudit."
Feebleness,TSP,Un soupçon de magie suffit pour contrôler la force faiblissante des vents empoisonnés d’Urborg.
Fiery Justice,TSB,"« Le feu de la justice brûle plus que tout autre.  »
—Lovisa Froid Regard, cheffesse balduviane"
Snapback,TSP,"« Si elle revient dans l’avenir, nous saurons désormais comment la combattre. »
—Andorel, sentinelle tolariane"
Icatian Crier,TSP,"À mille ans de son foyer, ses nouvelles de guerre avaient perdu leur contexte, mais pas leur importance."
Bogardan Rager,TSP,"Dans les éruptions du Bogardân, il est difficile de distinguer les pierres incandescentes des bêtes volcaniques bondissantes."
Ground Rift,TSP,"Certaines failles temporelles n’aspiraient pas les gens, mais le sol qu’ils foulaient."
Prodigal Sorcerer,TSB,"Il arrive, de temps en temps, qu’un membre de l’Institut des Hautes Arcanes prenne goût et succombe aux plaisirs terrestres. Il trouve alors sans mal, au-dehors, un riche employeur."
Tolarian Sentinel,TSP,"« Ce n’est pas uniquement notre peuple que je veux sauver. C’est notre culture, et l’espoir de retrouver notre splendeur passée. »"
Squire,TSB,"« L’écuyer obéit et se prépara en hâte, emmenant le meilleur cheval qu’eut Lancelot, car il comprenait bien que son seigneur avait l’intention de participer à ce tournoi. »—Béroul, #Le roman de Tristan#
 "
Tribal Flames,TSB,"« Le feu est le langage du monde.  »
—Djoïra, maîtresse artificière"
Drifter il-Dal,TSP,"Ils étudient les actions de leurs ancêtres traîtres, espérant que leur histoire leur révèlera un moyen de revenir au monde physique."
Darkness,TSB,"« Tout homme plongé dans l’obscurité écarquille les paupières comme si de plus de ténèbres absorbées pouvait naître la lumière.  »
—René Barjavel, #Colomb de la lune#"
Eron the Relentless,TSB,"« Ehron ne serait pas un bien grand problème... s’il était mortel.  »
—Reyhan, alchimiste sanctif"
Stupor,TSB,"Tous les maux ont leur remède, sauf l’oisiveté.
—Dicton souk’ata"
Skyknight Legionnaire,RAV,"« Je ne sais pas ce qui me rend le plus fier : les légions de soldats marchant au pas, ou le cri des chevaliers célestes chevauchant leurs rokhs comme l’éclair. »
—Razia"
Stormbind,TSB,"« Un jour, notre peuple pourrait appeler la tempête elle-même pour prélever notre tribu.  »
—Lovisa Froid Regard, cheffesse balduviane"
Spined Sliver,TSB,"« Les slivoïdes sont mauvais, les slivoïdes sont rusés ;
Et si tu te fais manger personne n’ira te pleurer.  »
—Berceuse mogg"
Sulfurous Blast,TSP,Les Keldes utilisaient les ventilations toxiques de la terre pour renforcer leurs défenses.
Claws of Gix,TSB,"Quand la Fraternité de Gix fouilla les cavernes de Koïlos, les fidèles y trouvèrent la main coupée de leur maître. Ils la conservèrent pieusement, espérant qu’un jour elle leur montrerait le chemin vers Phyrexia."
Careful Consideration,TSP,"« Les sages qui prennent le temps de vérifier leurs sources sont récompensés pour leur zèle. »
—Djoïra, à Téfeiri"
Mystic Snake,TSB,Ses crocs vous déchirent avant même que vous n’ayez entendu son sifflement.
Feldon's Cane,TSB,Feldonn trouva la première de ces cannes dans une coulée du glacier du Ronom.
Bonesplitter Sliver,TSP,"Les créatures de Dominaria tentèrent de s’adapter aux courants temporels de plus en plus instables. Beaucoup périrent, écrasées par tant de pressions contraires, mais de nouvelles formes de vie mortelles firent leur apparition aussi soudainement que les averses de cendres."
Squall Line,TSP,"Les changements constants de la ligne temporelle de Dominaria semaient le chaos dans son atmosphère, combinant de redoutables orages électriques du passé."
Thick-Skinned Goblin,TSP,"Le shamane de la tribu est responsable de tous ses trésors, depuis les animaux de compagnie hargneux jusqu’aux lampes maudites de mort par incandescence."
Harmonic Sliver,TSP,"« Depuis l’arrivée du dernier slivoïde, même nos reliques les plus puissantes éclatent dès qu’on les approche de l’essaim. »
—Llanach, ranger de Linciel"
Spell Burst,TSP,"Penser, façon magicien brutal."
Return to Dust,TSP,"Certaines lignes temporelles se multiplient, se rejoignent et se séparent perpétuellement. D’autres s’achèvent de manière abrupte."
Strangling Soot,TSP,"« Que vaut ta lame si tu perds ton souffle ? »
—Greht, seigneur de guerre gathan"
Opaline Sliver,TSP,"« Quand il est frappé, sa peau scintille selon une séquence de couleurs — une forme de langage que j’ai hâte de déchiffrer. »
—Rukarumel, journal de recherches"
Tormod's Crypt,TSB,L’ouverture béante semblait respirer l’air froid et humide de la terre morte à un rythme régulier.
Ghostflame Sliver,TSP,"« Cette espèce est à la cupside de l’évolution. Elle brûle les marqueurs génétiques qui la relient à une reine qui ne répond plus à son appel. Elle cherche un nouveau maître. Peut-être puis-je lui en fournir un. »
—Freyalise"
Coalition Victory,TSB,"« Une machine parfaite peut être assemblée à partir de pièces imparfaites.  »
—Urza "
Paradox Haze,TSP,"« Traversez la brume d’un pas régulier, vous risqueriez autrement de marcher sur le talon de votre avenir, ou de faire trébucher votre passé. »
—Téfeiri"
Fury Sliver,TSP,"« Une faille s’ouvrit, et nos flèches cessèrent de pleuvoir. Le temps s’était soudain arrêté. Mais la pince du slivoïde remuait toujours. Des lignes écarlates zébraient la poitrine de Thed et des rubans de sang étaient suspendus dans les airs. »
—Adom Capashen, héros bénalian"
Mirari,TSB,"« Il offre toujours ce que vous désirez, rarement ce dont vous avez besoin.   »
— Nattes, invocatrice de démences."
The Rack,TSB,"Inventé pendant la jeunesse de Mishra, le chevalet de torture fut alors sa création la plus redoutée."
Firewake Sliver,TSP,"« Ils sont là, et ils sont affamés. Et tout ce qu’ils ne dévorent pas, ils le brûlent. La Yavimaya est perdue. Nous devons partir pour Linciel. »
—Edahlis, chercheuse de verdure"
Reiterate,TSP,"« On peut encore sentir les échos du pouvoir du Mirari. »
—Zyd, druide kamahlite"
Haunting Hymn,TSP,"La mélodie persiste depuis l’époque de Tourach, mais les paroles changent pour invoquer les phobies de ceux qui l’écoutent."
Empty the Warrens,TSP,"« Ils sortaient de leurs terriers pour faire la guerre (et pour échapper à leurs matrones enceintes). »
—#Les Empires sarpadiens, Vol. IV#"
Craw Giant,TSB,Harthag eut un rire joyeux en promenant son regard sur l’armée qui lui faisait face. « Ho ho ho ! Nabots ! Pensez-vous vraiment pouvoir me barrer le chemin ?  »
Ancient Grudge,TSP,Les failles temporelles rappellent à la Yavimaya les ennemis de son passé et donnent une nouvelle énergie à ses feux.
Pendelhaven,TSB,"« Qui dira le sentiment qu’on éprouve en entrant dans ces forêts aussi vieilles que le monde, et qui seules donnent une idée de la création, telle qu’elle sortit des mains de Dieu ?  »
—François René de Chateaubriand,
« Voyage en Amérique »"
