Cytoshape,DIS,"“Pur essendo molto efficaci nel rimodellare la carne, questi citoplasti provenienti da allevamenti speciali causano fuoriuscite di muco omnibio nei soggetti.”
—Note di ricerca dei Simic"
Rain of Gore,DIS,"“State in casa, lontani da ciò che prolifica oltre le soglie domestiche. Questa è opera del Demonio e può venirne solo dolore.”
—Belko, proprietario della taverna Il Barile del Titano"
Transguild Courier,DIS,"Riluttanti a incontrarsi faccia a faccia, i capi delle dieci gilde preferiscono condurre gli affari ufficiali attraverso intermediari immuni alla corruzione e alle minacce."
"Lyzolda, the Blood Witch",DIS,"I riti sacrificali hanno luogo davanti a un pubblico di cultisti esultanti, ciascuno desideroso di essere il prossimo sul palco."
Street Savvy,DIS,“Non bastano piedi agili e ombre oscure per superarmi senza che me ne accorga.”
Nettling Curse,DIS,"“Io li chiamo ‘Pugno’ e ‘Pungolo.’”
—Chagrach, anatemista Rakdos"
Indrik Stomphowler,DIS,"“L’ululato di un indrik ha una forza distruttiva molto più subdola di quella delle sue possenti zampe. Il suono sembra banale, ma impercettibili vibrazioni disperdono e scindono le macchinazioni magiche.”
—Note di ricerca dei Simic"
Experiment Kraj,DIS,"“Naturalmente sfuggirà a qualsiasi controllo: è stata progettata per scegliere la propria evoluzione.”
—Momir Vig"
Ogre Gatecrasher,DIS,Un gioco molto diffuso tra gli ogre consiste nel vedere quanti giri completi si possono far compiere a una testa prima che si stacchi.
Thrive,DIS,"La creazione Simic di maggior successo è il citoplasma, una sostanza vivente e simbiotica che si nutre di materiale genetico e in cambio fortifica il proprio ospite."
Vision Skeins,DIS,“Potevo leggere negli occhi dell’altro mago che anche lui aveva pensato alla stessa cosa. Cominciò quindi una corsa a chi sarebbe riuscito a sfruttare per primo quella conoscenza.”
Tidespout Tyrant,DIS,Ha disfatto il mondo a propria immagine e somiglianza.
Nightcreep,DIS,"“Per favore, dimmi che ho le allucinazioni. Preferirei essere pazzo piuttosto che essere qui.”
—Gorev Hadszak, investigatore Wojek"
Azorius Ploy,DIS,"Le tattiche militari Azorius, così come le loro tattiche legali, si basano sul rallentamento e sull’annullamento."
Valor Made Real,DIS,"“Come mi ha insegnato mio padre, ‘L’addestramento ti farà alzare lo scudo verso il colpo, ma solo il coraggio protegge le zone lasciate scoperte dallo scudo.’”"
Delirium Skeins,DIS,"Ci fu un impeto, un improvviso fuoco nella mente. Poi i due videro solo la fuligginosa nebbia della follia, udirono solo il crepitare dei loro ultimi pensieri che si spegnevano."
Avatar of Discord,DIS,Tale è il potere di Rakdos che anche la sua ombra ha assunto una propria crudele vita.
Soulsworn Jury,DIS,"Nella morte, come nella vita, proteggono il Giudice Supremo dal contatto con punti di vista differenti."
Simic Initiate,DIS,Gli iniziati Simic cominciano il proprio allenamento come cavie da esperimenti. I fallimenti vengono scaricati nelle fogne.
Kindle the Carnage,DIS,"“Cominciate a schiantare teste, ragazzi, e non fermatevi finché la cenciosa non comincia a cantare!”"
Unliving Psychopath,DIS,"“La vittima porta la firma dell’Impalatore di Ktozok. . . che però è stato giustiziato anni fa!”
—Gorev Hadszak, investigatore Wojek"
Proper Burial,DIS,I morti debitamente onorati trovano la pace del sepolcro e la libertà dal richiamo del Quartiere Fantasma.
Haazda Exonerator,DIS,"“Quest’aura minaccia la santità della tua anima. Liberarla non sarà facile per nessuno di noi due. Se sei pronto, possiamo cominciare.”"
Vesper Ghoul,DIS,"“Le eccezioni della natura ci insegnano a non pensare in termini assoluti. Come un’orchidea può sbocciare su pietre annerite, così il dono del mana può occasionalmente manifestarsi nei non morti.”
—Bougrat, druida del Culto dei Tempi Antichi"
War's Toll,DIS,"Razia, arcangelo della guerra, pretende una totale dedizione."
Kill-Suit Cultist,DIS,Vestito per uccidere.
Condemn,DIS,"“Non ho dubbi che i giudici ti rinchiuderebbero, una volta firmati tutti i documenti. Ma io otterrò giustizia #adesso!#”
—Alovnek, maga della gilda Boros"
Ghost Quarter,DIS,Dove le vite sprecate urlano per rinascere.
Stomp and Howl,DIS,"“Mizzium può essere immune al fuoco, ma ovviamente ci sono altre cose in grado di. . . modificare la sua forma.”
—Ivos Koba, addestratore di indrik"
Nihilistic Glee,DIS,"“Tutto termina con l’annientamento: l’amore con l’odio, la vita con la morte e la luce con la vuota oscurità.”"
Gnat Alley Creeper,DIS,"Malgrado il proprio nome, Vicolo Insetto è la strada più lunga di Ravnica. Chilometro dopo chilometro, si snoda in mezzo alle arterie più larghe e sicure come un parassita."
Stoic Ephemera,DIS,"“La vita è fuggevole, e così anche la morte. Solo il giuramento è eterno.”"
Seal of Fire,DIS,"“Se respira, brucia.”
—Credo dei piromanti Rakdos"
Seal of Doom,DIS,"“Lo sguardo di un basilisco è efficace, ma sbarazzarsi dei resti è un compito faticoso. Dissolvere completamente una vittima è molto più discreto.”
—Szadek"
Brace for Impact,DIS,La carne può essere temprata dalla magia e resa ancora più forte dai martelli dei nemici.
Gobhobbler Rats,DIS,"I topi domestici di Lyzolda mangiano meglio del cittadino medio. Per essere precisi, spesso mangiano il cittadino medio."
Rakdos Augermage,DIS,“Le grandi menti sanguinano allo stesso modo.”
Weight of Spires,DIS,"“Finalmente, un giusto utilizzo per un tribunale Azorius.”
—Ghut Rak, mago della gilda Gruul"
Leafdrake Roost,DIS,"“Gli esperimenti migliori sono quelli la cui buona riuscita si ripete all’infinito.”
—Yolov, bioingegnere Simic"
Wit's End,DIS,"“Alcune immagini sono così potenti che un solo sguardo te le imprime per sempre nella mente. Forza, andiamo a guardare nel nulla.”
—Szadek"
Simic Ragworm,DIS,"“Infuso con sangue primordiale per le dimensioni e con cellule infernali per la velocità, il cencioverme è perfetto per ripulire i giardini sotterranei dai ratti e dai vagabondi.”
—Yolov, bioingegnere Simic"
Loaming Shaman,DIS,Il suo lavoro stabilisce chi viene ricordato e chi finisce a sfamare i vermi.
Ragamuffyn,DIS,Le tolgono i punti e le danno sorsi del suo infuso. Poi la cuciono nuovamente ed ella torna a rimescolare.
Azorius Herald,DIS,"“Come dovrebbe essere la pace: gentile ma inarrestabile.”
—Augusto IV"
Guardian of the Guildpact,DIS,"La magia del Patto delle Gilde dona protezione agli spiriti costretti a servire il patto stesso. Una volta entrati nell’aldilà, essi vengono riassegnati e incaricati di difendere il Patto delle Gilde da coloro che vorrebbero spezzarlo."
Taste for Mayhem,DIS,Il sapore del sangue spezza il minimo autocontrollo posseduto dai Rakdos.
Protean Hulk,DIS,"“Carne #e# uova. Mangiamo!”
—Borborygmos"
Demon's Jester,DIS,"Li stendono, con o senza freddura."
Fencer's Magemark,GPT,"“Il primo colpo è quello più importante. Spesso rende inutile il secondo.”
—Agrus Kos"
Leyline of the Void,GPT,Il punto d’unione tra tradimento e oblio.
Gruul Nodorog,GPT,"Carezzare il nodorog
—detto Gruul che significa
“commettere un errore enorme”"
Infiltrator's Magemark,GPT,"“La segretezza è forza. Nessuno può opporsi a chi non può essere trovato.”
—Szadek"
Leyline of Lightning,GPT,Il punto d’unione tra tempesta e conoscenza magica.
Drowned Rusalka,GPT,"In agguato sotto alla corrente, brama finché altri si recano a bere."
Guardian's Magemark,GPT,Il soldato si muoveva con un portamento fluido; la sua consapevolezza andava ben oltre i cinque sensi.
Plagued Rusalka,GPT,"“Guardala, un tempo era colma di innocenza. La morte riesce sempre a portare via queste. . . debolezze.”
—Savra"
Starved Rusalka,GPT,"“Non esiste un destino peggiore dello sprecare la propria vita. Se vieni trucidato, almeno il tuo fantasma può vendicarsi del tuo assassino. Ma quale sfogo può esserci per chi viene ucciso dal Tempo?”
—Ilromov, cantastorie girovago"
Wreak Havoc,GPT,"“Schiacciateli!”
—Borborygmos"
Primeval Light,GPT,"“Osserva gli antichi tomi, quelli rilegati in pelle e scritti con inchiostro di giartillo. Contengono i sortilegi che potranno liberarci dal disordine della magia moderna.”
—Dravash, sciamano rabdomante"
Leyline of Lifeforce,GPT,Il punto d’unione tra sovranità e carne.
Martyred Rusalka,GPT,I cultisti Rakdos la impiccarono per divertimento nella piazza della città. Ora il suo fantasma vigila nei pressi di quello che viene ricordato come l’Albero del Pianto.
Leyline of Singularity,GPT,Il punto d’unione tra celebrità e solitudine.
Scorched Rusalka,GPT,"Ogni piccola fiamma che accende scuote la sua memoria, liberando frammenti del ricordo del suo ardente destino."
Leyline of the Meek,GPT,Il punto d’unione tra forza e umiltà.
"Jolrael, Empress of Beasts",TSB,“Non mi serve un esercito. Ho Jamuraa.”
Teferi's Moat,TSB,"“L’isolamento non è la soluzione”.
—Urza, a Teferi."
Undertaker,TSB,Il peso della morte è greve ma non inamovibile.
Basal Sliver,TSP,"“Interessante . . . Queste creature mostrano d’avere il paradosso di tenacia e autodistruzione mirata che ho cercato di generare nei miei thrull.”
—Endrek Sahr, mastro allevatore"
Shadow Sliver,TSP,"Questi tramutanti, intrappolati tra i mondi dalla sovrapposizione di Rath, sono tra gli ultimi a rivendicare una discendenza diretta dalla scomparsa Regina dei Tramutanti."
Urborg Syphon-Mage,TSP,“Sono diventato una specie di buongustaio. Ogni anima ha un proprio sapore peculiare. La bravura sta nell’invitare al banchetto la compagnia giusta.”
Blazing Blade Askari,TSP,“Questa non può essere Jamuraa. Non possiamo averla disattesa così gravemente . . . .”
Sudden Death,TSP,"Alcuni maghi attinsero agli squarci temporali, forzando su altri linee temporali alternative in cui subiscono orrori impensabili."
Uncle Istvan,TSB,La solitudine portò il vecchio eremita alla pazzia. Ora tiene compagnia solo a chi riesce a catturare.
Uthden Troll,TSB,"“Oi oi oi, ho proprio un malanno,
Oi oi oi, mi arriva davvero l’affanno,
Oi oi oi,
starò male tutto l’anno.”
—antico proverbio dei Troll"
Havenwood Wurm,TSP,"Gli squarci temporali portano bestie antiche a scavare tunnel nella dura terra riarsa del presente. Molti muoiono lì, intrappolati, ma i più potenti irrompono in superficie."
Wildfire Emissary,TSB,"“L’Efreet è una tempesta impetuosa con una voce scoppiettante come il fuoco.”
—Qhattib, Visir di Amiqat"
Think Twice,TSP,"“I grandi libri sono fatti per essere letti, poi riletti dal fondo o alla rovescia!”
—Ettovard, archivista di Tolaria"
Greenseeker,TSP,"“Una voce circola tra i serpenti, sussurrata dai giunchi e che ispira i cercatori: la dea Freyalise è viva a Cielsudario.”"
Call to the Netherworld,TSP,Il rituale veniva celebrato normalmente solo dagli orrori e dalle progenie dell’abisso. I maghi minori avevano un solo equilibrio mentale da far crollare durante il lancio.
Orcish Librarian,TSB,"“Noi avere fame, noi volere cibo. . . . Un mucchio di buoni libri. . . . Hmm . . . .”"
Trespasser il-Vec,TSP,"Nell’epicentro della sovrapposizione di Rath, la Città dei Traditori non si allineò con Dominaria. Molti dei suoi abitanti vennero intrappolati tra i due mondi."
Flickering Spirit,TSP,Ogni volta svanisce sperando di non ritornare nella stessa desolazione che si è lasciato dietro.
Moorish Cavalry,TSB,"I membri della Cavalleria Moresca d’élite sono molto esigenti sulle loro cavalcature, scegliendo solo quelle la cui linea di sangue sia stata pura per generazioni."
Drudge Reavers,TSP,"“La superficie della terra è sbiancata dal sale, ma il terreno sotto è rosso di morte—un terreno fertile per la necromanzia.”
—Lim-Dûl il Necromante"
Two-Headed Sliver,TSP,"“Quella che sarebbe una mutazione fatale in qualsiasi altra specie non è altro che una fonte di nuovi poteri. Sono incuriosito, ma troppo timoroso per esaminarla più da vicino.”
—Rukarumel, registro delle attività"
Soltari Priest,TSB,"“A Rath,” disse il sacerdote, “c’è ancora più bisogno di preghiere.”"
Dream Stalker,TSP,Cosa accade quando è il sogno che si sveglia e il dormiente che svanisce nella memoria?
Pandemonium,TSB,"“Se non possiamo vivere con orgoglio, almeno moriremo fieramente!”
—Eladamri, Signore delle Foglie"
Shadow Guildmage,TSB,"Conservare i morti perché gli altri possano vivere.
—motto della Gilda dell’Ombra"
Zhalfirin Commander,TSB,"“Il comando è l’arte di stare in equilibrio su un fuscello e convincere gli altri che hai i piedi ben saldi a terra.”
—Sidar Jabari"
Undead Warchief,TSB,Ha la forza di sette uomini. In effetti è stato messo insieme usando i pezzi di sette uomini.
Flamecore Elemental,TSP,"Per una elementale del fuoco, gli imprudenti e i carburanti sono la stessa identica cosa."
Suq'Ata Lancer,TSB,"“E non frenare il tuo impeto, fin quando spuntar vedrai la lancia dall’altra parte del suo corpo.”
—Telim’Tor"
Premature Burial,TSP,"“Il terreno conosce bene il sapore dei morti. Fagli sentire la fame per un pasto vivo e può diventare un alleato letale.”
—Ezrith, druido delle Ore Buie"
Withered Wretch,TSB,Una volta consacrava i morti. Ora li sconsacra.
Feebleness,TSP,Basta un lieve tocco di magia per imbrigliare la potenza debilitante dei venti venefici di Urborg.
Fiery Justice,TSB,"“Niente arde più del sacro fuoco della giustizia.”
—Lovisa Occhi-di-Gelo, Capotribù di Balduvia"
Snapback,TSP,"“Se ritorna fra qualche anno, le nostre conoscenze su come combatterlo saranno molto maggiori.”
—Andorel, sentinella di Tolaria"
Icatian Crier,TSP,"Dopo migliaia di anni lontano dalla patria, le sue notizie sulla guerra avevano perso il loro contesto, ma non la loro attualità."
Bogardan Rager,TSP,Nel cuore dell’eruzione di Bogardan è difficile distinguere tra saettanti rocce vulcaniche e guizzanti bestie vulcaniche.
Ground Rift,TSP,Alcuni squarci temporali non portavano via le persone ma il terreno su cui si trovavano.
Prodigal Sorcerer,TSB,"Di tanto in tanto, capita che membri dell’Istituto degli Studi Arcani comincino a interessarsi ai piaceri mondani. Ben di rado succede che nei loro vagabondaggi non trovino un nuovo impiego."
Tolarian Sentinel,TSP,“Non è solo il nostro popolo che cerco di salvare. È la nostra cultura e la speranza di poter recuperare la nostra grandezza.”
Squire,TSB,"“Vent’anni avea di età, questo io credo.
Ed il suo corpo era di belle proporzioni.
E di meravigliosa prestanza e grande forza.”
—Geoffrey Chaucer,
#I Racconti di Canterbury#"
Tribal Flames,TSB,"“Quello del fuoco è un linguaggio universale.”
—Jhoira, mastro artificiere"
Drifter il-Dal,TSP,"Studiano le gesta dei loro antenati traditori, nella speranza che i racconti possano rivelare un modo per tornare nel mondo fisico."
Darkness,TSB,"“Se io devo morire, voglio andare incontro alla tenebra come a una sposa, / e stringerla nelle mie braccia.”
—William Shakespeare,
#Misura per Misura#"
Eron the Relentless,TSB,"“Eron non sarebbe una tale seccatura se solo fosse mortale.”
—Reyhan, alchimista Samita"
Stupor,TSB,"Esistono medicine per ogni malattia, ma non per l’indolenza.
—detto di Suq’Ata "
Skyknight Legionnaire,RAV,"“Non so dire cosa mi renda più orgoglioso: le legioni di soldati che marciano con passo tonante o le urla dei cavalieri dei cieli che cavalcano i loro roc come fulmini frastagliati tra le nuvole.”
—Razia"
Stormbind,TSB,"“Un tempo, i nostri antenati sapevano invocare la tempesta stessa per servirli.”
—Lovisa Occhi-di-Gelo, Capotribù di Balduvia"
Spined Sliver,TSB,"“I Tramutanti son furbi e fetenti;
E se ti mangiano, siam tutti contenti.”
—rima dei bambini Mogg"
Sulfurous Blast,TSP,I Keldon sfruttavano gli sfiatatoi tossici nelle crepe della terra per rafforzare le loro difese domestiche.
Claws of Gix,TSB,"Quando la fratellanza di Gix scoprì la caverna di Koilos, trovarono la mano tagliata del loro signore. La venerarono da allora, nella speranza che un giorno indichi la strada per Phyrexia."
Careful Consideration,TSP,"“I saggi che si prendono il tempo di verificare le loro fonti sono premiati per la loro diligenza.”
—Jhoira, a Teferi."
Mystic Snake,TSB,"Prima ancora che tu possa udire il suo sibilo, i suoi denti sono già conficcati nella tua carne."
Feldon's Cane,TSB,Feldon scoprì il primo di questi bastoni congelato nel Ghiacciaio di Ronom.
Bonesplitter Sliver,TSP,"Mentre i flussi temporali diventavano sempre più instabili, le creature di Dominaria lottavano per adattarsi. L’intensa pressione portava a molte situazioni senza sbocchi ma anche a nuove forme letali che apparivano all’improvviso come piogge di cenere."
Squall Line,TSP,"Il costante mutamento delle sfilacciate linee temporali di Dominaria sconvolse la sua atmosfera, combinando violente tempeste elettriche provenienti da ere passate."
Thick-Skinned Goblin,TSP,"Lo sciamano della tribù ha la responsabilità di tenersi al corrente su tutti i suoi tesori, comprese bestiole rabbiose e lanterne maledette di devastazione infuocata."
Harmonic Sliver,TSP,"“Da quando è arrivato l’ultimo tramutante, anche i nostri cimeli più possenti si frantumano non appena li usiamo contro l’alveare.”
—Llanach, Ranger di Cielsudario"
Spell Burst,TSP,Il modo di pensare del mago brutale.
Return to Dust,TSP,"Alcune linee temporali continuamente si sfilacciano, si ramificano e si mischiano. Altre terminano bruscamente."
Strangling Soot,TSP,"“Cosa serve la tua spada se non respiri?”
—Greht, Signore della Guerra di Gatha"
Opaline Sliver,TSP,"“Quando colpito, la sua pelle brilla attraverso sequenze di colore—un linguaggio di segnalazione che sono ansioso di svelare.”
—Rukarumel, registro delle attività"
Tormod's Crypt,TSB,"L’oscuro ingresso sembrava traspirare la fredda, umida aria della terra morta."
Ghostflame Sliver,TSP,"“Questa specie è all’apice dell’evoluzione. Brucia i segni che la collegano a una regina di cui non ascolta più il richiamo. Cerca una nuova padrona. Magari potrei procurargliene una.”
—Freyalise"
Coalition Victory,TSB,"“Puoi costruire una macchina perfetta usando componenti imperfetti.”
–Urza"
Paradox Haze,TSP,"“Mantieni il passo costante attraverso la foschia, altrimenti potresti pestare i talloni del te stesso nel futuro o far inciampare il te stesso che ti sta seguendo.”
—Teferi"
Fury Sliver,TSP,"“Si aprì uno squarcio e le nostre frecce improvvisamente furono immobili. Muoversi significava sfidare il mondo. Ma gli artigli del tramutante continuavano a contorcersi, nel petto di Thed apparvero rosse ferite e strisce di sangue rimanevano sospese in aria.”
—Adom Capashen, eroe di Benalia"
Mirari,TSB,"“Ti offre ciò che vuoi, non ciò di cui hai bisogno.”
—Braids, evocatore di demenza"
The Rack,TSB,"Inventato durante la giovinezza da Mishra, questo artefatto fu una delle sue invenzioni più temute."
Firewake Sliver,TSP,"“Sono qui e sono affamati. E quello che non mangiano, lo bruciano. Yavimaya è perduta. Dobbiamo partire subito per Cielsudario.”
—Edahlis, cercatrice verde"
Reiterate,TSP,"“Ancora permane l’eco della potenza di Mirari.”
—Zyd, druido di Kamahl"
Haunting Hymn,TSP,"La melodia dell’inno era rimasta tale fin dai tempi di Tourach, ma le parole erano cambiate per evocare le fobie di ogni ascoltatore."
Empty the Warrens,TSP,"“Si riversarono fuori dai cunicoli per andare in guerra (e per fare spazio alle matrone che partorivano).”
—#Imperi di Sarpadia, Vol. IV#"
Craw Giant,TSB,Harthag scoppiò in una profonda risata vedendo l’esercito schierato. “Ho ho ho! Bambocci! Pensate davvero di potermi fermare?”
Ancient Grudge,TSP,Gli squarci temporali ricordano a Yavimaya i nemici del suo passato e alimentano i suoi fuochi con nuovo combustibile.
Pendelhaven,TSB,"“Questa è la foresta primordiale. I pini e gli abeti fruscianti. . . Si ergono come Druidi dell’antichità.”
—Henry Wadsworth Spilungone,
“Evangelina”"
Vhati il-Dal,TSB,"“Signore, stavo pensando che. . . ,” spiegò Vhati.
“Non pensare,” lo interruppe Greven. “Non ti si addice.”"
Barbed Shocker,TSP,Fervidi sciamani ubbidiscono di buon grado agli squassatori nella speranza di intravedere le sorti future.
